Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,8,1999,88127,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,7,1999,88000,Petrol,86,0,Blue,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,4,1999,87821,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,10,1999,87654,Petrol,86,1,Green,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,10,1999,86888,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,10,1999,86871,Petrol,86,1,Black,0,1300,5,4,5,69,1040,0,1,3,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,1,1999,86714,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,65,4,1999,85889,Petrol,110,0,Red,0,1600,3,4,6,85,1065,0,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,62,7,1999,85000,Petrol,110,1,Silver,0,1600,3,4,5,69,1050,0,0,6,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,60,9,1999,85000,Petrol,86,1,Black,0,1300,3,4,5,69,1025,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,1,1999,84976,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
738, TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,65,4,1999,84558,Petrol,110,1,Silver,0,1600,5,4,5,19,1120,0,1,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,7,1999,84549,Petrol,110,0,Silver,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,1,1999,84482,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,7,1999,83908,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,2,1999,83560,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,1,1999,83000,Petrol,107,1,Grey,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,5,1999,82723,Petrol,86,0,Blue,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,7,1999,82421,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1
746,TOYOTA Corolla 1.6 4/5-Doors,9750,58,11,1999,82254,Petrol,110,0,Red,0,1600,5,4,5,69,1050,0,1,12,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,61,8,1999,82115,Petrol,110,1,Red,0,1600,3,4,5,85,1055,0,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,4,1999,82000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,1,1999,81965,Petrol,86,1,Black,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,3,1999,81250,Petrol,110,0,Grey,0,1600,3,4,5,19,1050,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,4,1999,81192,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,8,1999,81170,Petrol,110,1,Silver,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,3,1999,81083,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,8,1999,80714,Petrol,110,1,Black,0,1600,5,4,5,85,1075,1,1,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,12,1999,80470,Petrol,110,0,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,4,1999,80439,Petrol,110,1,Green,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,10,1999,80430,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,1,1999,80426,Petrol,110,1,Green,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,7,1999,80265,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,4,1999,80153,Petrol,110,0,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,1,1999,80121,Petrol,110,0,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,4,1999,80086,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,7,1999,80000,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,9,1999,80000,Petrol,86,0,Green,0,1300,5,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,4,1999,80000,Petrol,86,1,Black,0,1300,2,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,2,1999,79858,Petrol,110,1,Green,0,1600,4,4,5,69,1040,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,2,1999,79762,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,10,1999,79660,Petrol,86,0,Green,1,1300,5,4,5,85,1065,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,9,1999,79150,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,8,1999,79000,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,12,1999,78955,Petrol,86,1,Silver,0,1300,5,4,5,69,1045,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,59,10,1999,78750,Diesel,90,1,Silver,0,1975,5,4,5,210,1155,0,0,6,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,1,1999,78521,Petrol,86,0,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,5,1999,78356,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,4,1999,78076,Petrol,86,1,Grey,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,8,1999,78063,Petrol,107,1,Green,1,1600,5,4,5,85,1100,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,2,1999,77821,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,1,1999,77695,Petrol,110,1,Grey,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,4,1999,77500,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,6,1999,77457,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1,1999,77029,Petrol,86,1,Black,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,1,1999,77008,Petrol,86,1,Violet,0,1300,3,4,5,69,1015,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,3,1999,76791,Petrol,110,1,Grey,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,61,8,1999,76700,Petrol,86,1,Red,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,67,2,1999,76569,Petrol,86,1,Black,0,1300,3,4,5,69,1020,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,59,10,1999,76162,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,65,4,1999,76155,Petrol,110,1,Red,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,61,8,1999,75609,Petrol,86,1,Silver,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,62,7,1999,75569,Diesel,72,1,Green,0,2000,3,4,5,185,1120,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,67,2,1999,75429,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,68,1,1999,75000,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,65,4,1999,75000,Petrol,86,0,Black,0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,62,7,1999,75000,Petrol,110,1,Blue,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,66,3,1999,74963,Petrol,107,0,Blue,1,1600,3,4,5,85,1085,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,1,1999,74889,Petrol,86,1,Black,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,68,1,1999,74875,Petrol,110,0,Red,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,63,6,1999,74747,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,60,9,1999,74720,Petrol,110,1,Red,0,1600,5,4,5,85,1085,1,1,3,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,62,7,1999,74457,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,60,9,1999,74337,Petrol,86,0,Blue,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1,1999,74308,Petrol,110,0,Red,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,64,5,1999,74193,Petrol,110,0,Silver,0,1600,3,4,5,69,1050,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,65,4,1999,74179,Petrol,110,1,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,67,2,1999,73936,Petrol,86,1,Green,0,1300,5,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,61,8,1999,73894,Petrol,110,1,Black,0,1600,3,4,6,85,1065,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,64,5,1999,73500,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,64,5,1999,73376,Petrol,110,0,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0
808,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,64,5,1999,73300,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,11,1999,73172,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,58,11,1999,72928,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,67,2,1999,72880,Petrol,86,1,Black,0,1332,3,4,5,69,1015,0,1,3,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,63,6,1999,72522,Petrol,110,1,Green,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,64,5,1999,72000,Petrol,86,1,Green,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,57,12,1999,72000,Petrol,86,0,Red,0,1300,3,4,5,69,1015,1,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,59,10,1999,71366,Petrol,110,0,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,1999,71317,Petrol,110,0,Blue,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,62,7,1999,71000,Petrol,110,0,Black,0,1600,5,4,5,85,1070,0,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,60,9,1999,70954,Petrol,110,0,Green,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,63,6,1999,70908,Petrol,86,0,Red,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,58,11,1999,70560,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,67,2,1999,70552,Petrol,110,0,Grey,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,62,7,1999,70500,Petrol,110,1,Blue,0,1600,5,4,5,69,1035,1,1,12,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,60,9,1999,70453,Diesel,72,0,Red,0,2000,5,4,5,185,1135,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,59,10,1999,70218,Petrol,110,1,Green,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,64,5,1999,70116,Petrol,110,1,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,65,4,1999,70068,Petrol,110,1,Green,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,67,2,1999,70000,Petrol,107,1,Silver,1,1587,3,4,5,19,1065,0,0,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,68,1,1999,70000,Petrol,86,1,Blue,0,1300,3,4,5,69,1015,0,0,3,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,1,1999,69103,Petrol,110,0,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,58,11,1999,69022,Petrol,86,1,Black,0,1300,5,4,5,69,1035,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,67,2,1999,69000,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,68,1,1999,68865,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,58,11,1999,68723,Petrol,86,0,Red,0,1300,3,4,5,69,1025,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,63,6,1999,68453,Petrol,110,1,Red,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,63,6,1999,68238,Petrol,86,0,Red,0,1300,5,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,63,6,1999,68153,Petrol,110,1,Black,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,65,4,1999,68000,Petrol,110,0,Red,0,1600,5,4,5,85,1075,0,0,6,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,65,4,1999,68000,Petrol,86,1,Black,0,1300,3,4,5,69,1015,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,67,2,1999,67762,Petrol,110,1,Black,0,1600,3,4,6,85,1065,0,1,3,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,68,1,1999,67146,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
